Router Name,Country Code,Bandwidth (KB/s),Uptime (Days),IP Address,Hostname,ORPort,DirPort,Flag - Authority,Flag - Exit,Flag - Fast,Flag - Guard,Flag - Named,Flag - Stable,Flag - Running,Flag - Valid,Flag - V2Dir,Platform,Flag - Hibernating,Flag - Bad Exit
fluxent,DE,1888,18,88.198.38.45,eris.fluxent.de,9001,9030,0,0,1,1,1,1,1,1,1,Tor 0.2.4.18-rc on Linux,0,0
fluxo,BR,0,17,201.27.11.148,fluxo.info,9001,None,0,0,0,0,1,1,1,1,0,Tor 0.2.2.39 (git-2f7e71c2e896772f) on Linux x86_64,0,0
flx7or1,US,7,0,198.74.51.82,li551-82.members.linode.com,9001,None,0,0,1,0,1,0,1,1,0,Tor 0.2.3.25 on Linux,0,0
fly88,BE,11,0,213.49.112.151,ip-213-49-112-151.dsl.scarlet.be,34566,None,0,0,1,0,1,0,1,1,0,Tor 0.2.3.25 on Linux,0,0
flyingHacktivistCat,FR,835,5,5.135.163.182,flying.hacktivist.cat,8042,3090,0,0,1,1,1,1,1,1,1,Tor 0.2.3.25 on Linux,0,0
fnordbox,DE,72,27,88.80.200.169,fnordbox.de,9001,None,0,0,1,1,1,1,1,1,0,Tor 0.2.3.25 on Linux,0,0
FoeBuD3,DE,1109,352,85.214.73.63,anonymisierungsdienst.foebud.org,9001,9030,0,1,1,1,1,1,1,1,1,Tor 0.2.3.25 on Linux,0,0
Fogelholk,SE,802,7,79.138.106.170,h79-138-106-170.dynamic.se.alltele.net,989,990,0,0,1,1,1,1,1,1,1,Tor 0.2.4.18-rc on Linux,0,0
foghorn,IT,613,49,192.71.245.137,mail.noveldatasolutions.com,9001,9030,0,0,1,1,1,1,1,1,1,Tor 0.2.3.25 on Linux,0,0
foghorn2,IT,215,36,192.71.245.137,mail.noveldatasolutions.com,9901,9930,0,0,1,1,1,1,1,1,1,Tor 0.2.3.25 on Linux,0,0
foioss,HR,483,5,161.53.120.152,oss1.foi.hr,9001,9030,0,0,1,1,1,1,1,1,1,Tor 0.2.3.25 on Linux,0,0
FOLIEHATT01,SE,2950,7,82.196.122.129,v-603-kalfa-23-10-129.bitnet.nu,443,80,0,1,1,0,0,0,1,1,1,Tor 0.2.3.25 on Linux,0,0
FOLIEHATT02,NL,1184,7,37.139.17.110,foliehatt.net,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.3.25 on Linux,0,0
FOLIEHATT03,RU,557,4,95.85.6.131,snowden.foliehatt.net,443,80,0,0,1,0,0,0,1,1,1,Tor 0.2.3.25 on Linux,0,0
folklore,US,274,17,18.228.0.188,aftbit.mit.edu,9001,None,0,0,1,1,1,1,1,1,0,Tor 0.2.4.18-rc on Linux,0,0
FONKME,FR,1012,3,90.42.70.149,AGrenoble-651-1-522-149.w90-42.abo.wanadoo.fr,9001,None,0,0,1,0,1,0,1,1,0,Tor 0.2.3.25 on Linux,0,0
foo,FR,239,27,37.187.101.180,ks3373119.kimsufi.com,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.3.25 on Linux,0,0
foobar123abc789xyz,US,17,0,98.151.252.103,cpe-98-151-252-103.socal.res.rr.com,9001,9030,0,0,1,0,0,0,1,1,1,Tor 0.2.3.25 on OpenBSD,0,0
FooChainz,US,185,22,199.127.226.155,199.127.226.155,9001,9030,0,0,1,1,1,1,1,1,1,Tor 0.2.3.25 on Linux,0,0
foodmosa,TW,41,4,114.32.179.152,114-32-179-152.HINET-IP.hinet.net,9001,9030,0,0,1,0,1,0,1,1,1,Tor 0.2.3.25 on Linux,0,0
ForChelseaForEd,JP,341,1,106.187.55.239,vinculus.foilhead.net,993,None,0,0,1,1,1,1,1,1,0,Tor 0.2.5.1-alpha on Linux,0,0
FordModelA,US,439,12,38.229.70.33,torproxy02.teamcymru.net,9001,9030,0,0,1,1,1,1,1,1,1,Tor 0.2.4.17-rc on Linux,0,0
forestersrelay,US,11,44,63.226.144.206,mail.menolly.net,9001,9030,0,0,1,0,1,1,1,1,1,Tor 0.2.3.25 on Linux,0,0
forestnode1,DE,194,0,46.243.80.123,IP-4624380123.dialin.heagmedianet.de,9001,None,0,0,1,0,1,0,1,1,0,Tor 0.2.3.25 on Linux,0,0
fortas,LT,4559,144,193.219.33.14,fortas.if.ktu.lt,9001,9030,0,0,1,1,1,1,1,1,1,Tor 0.2.3.25 on Linux,0,0
foxtrot,US,11,41,173.22.40.33,173-22-40-33.client.mchsi.com,9001,None,0,0,1,0,1,1,1,1,0,Tor 0.2.3.25 on Linux,0,0
FoxyRelay,US,21,1,97.107.135.67,fox.lzd.dk,9001,9030,0,0,1,0,1,0,1,1,1,Tor 0.2.3.25 on Linux,0,0
francislebulot,FR,73,21,109.26.55.51,51.55.26.109.rev.sfr.net,9001,9030,0,0,1,0,1,1,1,1,1,Tor 0.2.3.25 on Linux,0,0
frankenstein,IL,537,79,81.218.235.162,162.bint5.interhost.co.il,9001,9030,0,0,1,1,1,1,1,1,1,Tor 0.2.4.17-rc on Linux,0,0
frazier,US,115,1,192.252.217.43,192-252-217-43.static.atl0.cloud.tortois.es,443,80,0,0,1,1,1,1,1,1,1,Tor 0.2.4.17-rc on Linux,0,0
Frechdax,DE,272,12,213.239.199.222,tor.zzyzz.de,9001,9030,0,0,1,1,1,1,1,1,1,Tor 0.2.4.18-rc-dev on Linux,0,0
fredhamptonrideson,US,1913,62,209.51.163.25,fred.mayfirst.org,9001,None,0,0,1,1,1,1,1,1,0,Tor 0.2.2.39 (git-2f7e71c2e896772f) on Linux x86_64,0,0
FredVonJoeckel,DE,13,25,109.192.62.87,HSI-KBW-109-192-062-087.hsi6.kabel-badenwuerttemberg.de,9001,9030,0,0,1,0,1,1,1,1,1,Tor 0.2.3.25 on Linux,0,0
free2web,PL,5287,61,178.217.184.32,178.217.184.32,443,9030,0,0,1,1,1,1,1,1,1,Tor 0.2.4.17-rc on Linux,0,0
FreeBavaria,DE,5,0,188.105.201.251,dslb-188-105-201-251.pools.arcor-ip.net,443,80,0,0,1,0,0,0,1,1,1,Tor 0.2.3.25 on Linux,0,0
freebear,US,7,8,209.6.133.238,209-6-133-238.c3-0.bkl-ubr1.sbo-bkl.ma.cable.rcn.com,9001,9030,0,0,1,0,1,1,1,1,1,Tor 0.2.3.25 on Linux,0,0
FreeBSD,SE,456,6,94.255.129.218,c-94-255-129-218.cust.bredband2.com,9001,None,0,0,1,0,0,1,1,1,0,Tor 0.2.3.25 on FreeBSD,0,0
Freed0mRelay,NL,135,1,62.212.82.4,vps10.seedmybox.com,9001,9030,0,0,1,0,1,1,1,1,1,Tor 0.2.4.18-rc on Linux,0,0
Freedom,SK,21,46,91.221.111.7,91.221.111.7,443,9030,0,1,1,1,0,1,1,1,1,Tor 0.2.3.25 on Windows XP,0,0
Freedom,SE,0,0,46.246.35.238,anon-35-238.vpn.ipredator.se,9001,9030,0,0,1,0,0,0,1,1,1,Tor 0.2.3.25 on Darwin,0,0
freedom2thepeople,DE,1,3,77.5.82.214,erft-4d0552d6.pool.mediaWays.net,9001,None,0,0,1,0,1,0,1,1,0,Tor 0.2.3.25 on Linux,0,0
freedom42,DE,73,22,87.118.94.231,ns.km31911-05.keymachine.de,9001,None,0,0,1,1,1,1,1,1,0,Tor 0.2.2.39 (git-2f7e71c2e896772f) on Linux x86_64,0,0
FreedomFighter,EE,48,15,46.22.211.36,46.22.211.36,5551,None,0,1,1,0,0,1,1,1,0,Tor 0.2.4.17-rc on Linux,0,0
FreedomForAll,US,48,79,192.184.82.23,192.184.82.23,9001,None,0,0,1,1,0,1,1,1,0,Tor 0.2.3.22-rc on Linux,0,0
FreedomIsEssential,GR,590,2,83.212.122.176,snf-208667.vm.okeanos.grnet.gr,443,80,0,0,1,1,1,1,1,1,1,Tor 0.2.3.25 on Linux,0,0
FreedomIsGood,NL,287,59,85.17.122.84,85.17.122.84,443,80,0,0,1,1,1,1,1,1,1,Tor 0.2.4.17-rc on Windows 7 [server],0,0
FreedomNowOrElse,GB,0,0,176.248.152.170,b0f898aa.bb.sky.com,443,9030,0,0,0,0,1,0,1,1,1,Tor 0.2.3.25 on Windows XP,0,0
FreedomOfSpeech1,US,327,5,50.140.2.97,c-50-140-2-97.hsd1.fl.comcast.net,9001,9030,0,0,1,0,1,0,1,1,1,Tor 0.2.3.25 on Linux,0,0
FreedomRelay,DE,22,0,84.185.73.80,p54B94950.dip0.t-ipconnect.de,9000,9030,0,0,1,0,0,0,1,1,1,Tor 0.2.3.25 on Windows Server 2003 [server],0,0
FreedomRouter,CH,0,42,77.56.57.64,77-56-57-64.dclient.hispeed.ch,31134,None,0,0,0,0,1,1,1,1,0,Tor 0.2.4.17-rc on Linux,0,0
freedomserver2,US,4,1,205.185.120.178,205.185.120.178,9001,None,0,0,1,0,1,1,1,1,0,Tor 0.2.3.25 on Linux,0,0
FreedomToast,GB,73,56,109.74.197.51,li144-51.members.linode.com,443,8008,0,0,1,1,1,1,1,1,1,Tor 0.2.3.25 on Linux,0,0
freefrcv2,US,7,53,173.230.138.191,frcv.net,9001,None,0,0,1,0,1,1,1,1,0,Tor 0.2.3.25 on Linux,0,0
freeinternet,CH,571,25,77.57.7.149,77-57-7-149.dclient.hispeed.ch,9001,9030,0,0,1,1,1,1,1,1,1,Tor 0.2.4.17-rc on Linux,0,0
FreelayGamma,US,551,65,50.116.3.223,li421-223.members.linode.com,9003,9033,0,0,1,1,1,1,1,1,1,Tor 0.2.3.25 on Linux,0,0
freeman,FR,24,1,46.105.96.190,ns381800.ovh.net,9001,9030,0,0,1,0,0,0,1,1,1,Tor 0.2.3.25 on Linux,0,0
FreeManning,NL,2470,29,37.139.17.237,37.139.17.237,9991,None,0,0,1,1,1,1,1,1,0,Tor 0.2.3.25 on Linux,0,0
FreemanX,CZ,25,12,93.91.240.121,93.91.240.121,9001,9030,0,0,1,0,1,1,1,1,1,Tor 0.2.3.25 on Linux,0,0
freenode,DE,1,0,188.118.146.115,xdsl-188-118-146-115.dip.osnanet.de,9001,9030,0,1,1,0,1,0,1,1,1,Tor 0.2.3.25 on Linux,0,0
FreeRelayNL,RU,579,10,37.230.118.214,nl1.vpn-service.biz,9001,9030,0,0,1,1,1,1,1,1,1,Tor 0.2.3.25 on Linux,0,0
FreeRelayRU,RU,581,24,78.24.218.196,matrix2.info,9001,9030,0,0,1,1,1,1,1,1,1,Tor 0.2.2.39 (git-2f7e71c2e896772f) on Linux x86_64,0,0
FreeRelayUS,US,307,17,82.146.48.179,us1.vpn-service.biz,9001,9030,0,0,1,1,1,1,1,1,1,Tor 0.2.3.25 on Linux,0,0
freesearch,DE,0,5,94.221.206.44,dslb-094-221-206-044.pools.arcor-ip.net,30000,None,0,0,0,0,1,0,1,1,0,Tor 0.2.3.25 on Linux,0,0
freesenses,FR,776,4,88.191.159.181,fizzy.lootr.net,9001,None,0,0,1,1,1,1,1,1,0,Tor 0.2.3.25 on Linux,0,0
FreeServer,FR,0,11,88.183.252.232,mur49-1-88-183-252-232.fbx.proxad.net,9001,None,0,0,0,0,1,1,1,1,0,Tor 0.2.3.25 on Linux,0,0
freeshell,DE,0,0,94.247.40.147,94.247.40.147,9090,9091,0,0,0,0,0,0,1,1,1,Tor 0.2.2.39 (git-2f7e71c2e896772f) on Linux x86_64,0,0
freesnowden,DE,0,0,92.231.48.187,g231048187.adsl.alicedsl.de,9001,None,0,0,1,0,0,0,1,1,0,Tor 0.2.4.17-rc on Linux,0,0
freespeech4thedumb,DE,4092,27,5.9.158.68,static.68.158.9.5.clients.your-server.de,9001,9030,0,0,1,1,1,1,1,1,1,Tor 0.2.3.25 on Linux,0,0
FreeTheInternet,CA,0,0,96.23.193.81,modemcable081.193-23-96.mc.videotron.ca,9001,None,0,0,1,0,1,1,1,1,0,Tor 0.2.3.25 on Linux,0,0
freetor22,SK,48,6,159.253.109.0,159-253-109-0.pool.digicable.sk,39571,39581,0,1,1,0,1,0,1,1,1,Tor 0.2.3.25 on Linux,0,0
freetorwa,DE,0,0,91.55.218.251,p5B37DAFB.dip0.t-ipconnect.de,9001,None,0,0,0,0,1,0,1,1,0,Tor 0.2.3.25 on Linux,0,0
freetosh,FI,155,7,80.222.239.108,cable-tku-50deef-108.dhcp.inet.fi,9001,9030,0,1,1,1,1,1,1,1,1,Tor 0.2.3.25 on Linux,0,0
FreeWayBB,US,2,6,208.38.192.252,208-38-192-252.mammothnetworks.com,9001,9030,0,0,1,0,0,0,1,1,1,Tor 0.2.3.25 on Linux,0,0
freeworldbav,DE,1,1,91.22.126.181,p5B167EB5.dip0.t-ipconnect.de,9001,None,0,0,1,0,1,0,1,1,0,Tor 0.2.3.25 on Linux,0,0
freeyourmind,US,0,0,50.155.175.84,c-50-155-175-84.hsd1.co.comcast.net,443,9030,0,1,1,0,1,0,1,1,1,Tor 0.2.2.39 (git-bec76476efb71549) on Windows 7 Service Pack 1 [workstation],0,0
frell2,DE,1326,37,85.10.240.250,www.anon-proxy.de,443,80,0,0,1,1,1,1,1,1,1,Tor 0.2.3.25 on Linux,0,0
fremontca,US,474,4,173.230.156.66,li166-66.members.linode.com,9001,None,0,0,1,0,1,1,1,1,0,Tor 0.2.4.18-rc on Linux,0,0
freshgarlic,NL,12,0,24.132.244.40,j244040.upc-j.chello.nl,9001,9030,0,0,1,0,0,0,1,1,1,Tor 0.2.3.25 on Darwin,0,0
freyathor,DE,11,120,162.211.231.229,freya.cavebeat.org,9001,9030,0,0,1,0,1,1,1,1,1,Tor 0.2.3.25 on Linux,0,0
friedapples,US,19,4,108.52.155.62,pool-108-52-155-62.phlapa.fios.verizon.net,9001,9030,0,0,1,0,1,1,1,1,1,Tor 0.2.4.18-rc on Linux,0,0
frigate,DE,231,61,89.22.98.56,frigate.cannedtuna.org,9001,None,0,1,1,1,1,1,1,1,0,Tor 0.2.3.25 on Linux,0,0
fritz,DE,748,66,5.9.54.44,fritz.ortiche.net,9001,9030,0,0,1,1,1,1,1,1,1,Tor 0.2.3.25 on Linux,0,0
frogbeard,SE,230,18,46.39.102.2,customer-46-39-102-2.stosn.net,9001,9030,0,1,1,0,1,1,1,1,1,Tor 0.2.3.25 on Linux,0,0
FromTheBack,US,260,0,192.210.219.12,host.colocrossing.com,9001,None,0,0,1,0,1,0,1,1,0,Tor 0.2.3.25 on Linux,0,0
Frontier,UA,3051,2,91.213.8.84,torsrvn.snydernet.net,443,80,0,1,1,1,1,1,1,1,1,Tor 0.2.4.18-rc on Linux,0,0
Frontier2,UA,1835,7,91.213.8.236,torsrvs.snydernet.net,443,80,0,1,1,1,1,1,1,1,1,Tor 0.2.4.18-rc on Linux,0,0
froschitor,GB,0,209,80.68.95.172,froschi.vm.bytemark.co.uk,9001,None,0,0,0,0,1,1,1,1,0,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux i686,0,0
froschschenkel,FR,2533,34,5.135.184.158,froschschenkel.hax404.de,9001,9030,0,0,1,1,1,1,1,1,1,Tor 0.2.3.25 on Linux,0,0
fruiteater,US,42,20,198.252.153.53,fruiteater.riseup.net,9001,None,0,0,1,1,1,1,1,1,0,Tor 0.2.4.18-rc on Linux,0,0
FruitLoops,LU,422,3,94.242.205.2,ip-static-94-242-205-2.as5577.net,9001,9030,0,1,1,1,0,1,1,1,1,Tor 0.2.5.1-alpha-dev on Linux,0,0
FruityOatyTorexit,HU,4649,38,91.219.237.229,sa0111.azar-a.net,443,80,0,1,1,1,1,1,1,1,1,Tor 0.2.3.25 on Linux,0,0
frx774,US,2,3,99.0.12.217,99-0-12-217.lightspeed.frokca.sbcglobal.net,443,None,0,0,1,0,0,1,1,1,0,Tor 0.2.4.18-rc on Linux,0,0
FSF,US,1383,282,140.186.70.48,tor.fsf.org,443,80,0,0,1,1,1,1,1,1,1,Tor 0.2.3.25 on Linux,0,0
FSINFat,AT,499,97,128.130.95.68,128.130.95.68,443,None,0,0,1,1,1,1,1,1,0,Tor 0.2.3.25 on Linux,0,0
fsingtor,DE,9,47,62.141.37.30,fsing.rootsland.net,9001,9030,0,0,1,0,1,1,1,1,1,Tor 0.2.3.25 on Linux,0,0
ftcalip3,DE,164,21,80.82.209.207,x207.xanadu.fastwebserver.de,9001,9030,0,1,1,0,1,0,1,1,1,Tor 0.2.3.25 on Linux,0,0
FuckNSA,DE,9,0,217.245.75.81,pD9F54B51.dip0.t-ipconnect.de,9001,9030,0,0,1,0,0,0,1,1,1,Tor 0.2.3.25 on Darwin,0,0
FuckPRISM,US,1089,6,96.230.57.54,pool-96-230-57-54.bstnma.fios.verizon.net,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.3.25 on Darwin,0,0
FuckTerrorism,US,33,3,96.26.202.201,96-26-202-201.hou.clearwire-wmx.net,9001,9030,0,1,1,0,1,1,1,1,1,Tor 0.2.4.17-rc on Darwin,0,0
fuckthegfw,US,1,0,198.55.120.222,198.55.120.222.static.quadranet.com,9001,None,0,0,1,0,0,0,1,1,0,Tor 0.2.3.25 on Linux,0,0
fuckTheNSA,US,19,69,174.126.196.0,174-126-196-0.cpe.cableone.net,9001,9030,0,0,1,0,1,1,1,1,1,Tor 0.2.4.17-rc on Linux,0,0
FuckTheNSA,PT,107,14,83.223.186.178,83-223-186-178.cpe.netmadeira.com,9001,None,0,0,1,0,0,1,1,1,0,Tor 0.2.3.25 on Linux,0,0
FuckTheNSA,PT,52,0,85.243.181.119,bl10-181-119.dsl.telepac.pt,9001,None,0,0,1,0,0,0,1,1,0,Tor 0.2.3.25 on Linux,0,0
fuckyounsa,DE,1,0,91.64.59.149,91-64-59-149-dynip.superkabel.de,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.3.25 on Linux,0,0
Fuge5Reynolds,DE,6469,57,213.61.149.126,h-213.61.149.126.host.de.colt.net,5901,9030,0,1,1,1,1,1,1,1,1,Tor 0.2.4.17-rc on Linux,0,0
FUGovernmentSpies,DE,4,10,37.49.105.23,HSI-KBW-37-49-105-23.hsi14.kabel-badenwuerttemberg.de,9001,None,0,0,1,0,1,1,1,1,0,Tor 0.2.3.25 on Linux,0,0
fuhell,US,19,67,207.192.71.70,207.192.71.70,443,80,0,0,1,0,1,1,1,1,1,Tor 0.2.3.25 on Linux,0,0
Fump,DE,72,0,79.251.232.105,p4FFBE869.dip0.t-ipconnect.de,9001,9030,0,0,1,0,0,0,1,1,1,Tor 0.2.3.25 on Linux,0,0
FUN,US,611,4,192.210.143.182,host.colocrossing.com,9001,None,0,0,1,0,1,0,1,1,0,Tor 0.2.3.25 on Linux,0,0
FunkyColdMedina,US,60,5,76.104.250.236,c-76-104-250-236.hsd1.wa.comcast.net,19001,19030,0,0,1,1,1,1,1,1,1,Tor 0.2.4.18-rc on Linux,0,0
funkypenguin,NZ,34,10,202.170.161.79,funkypenguin.co.nz,9001,9030,0,1,1,0,1,1,1,1,1,Tor 0.2.3.25 on Linux,0,0
funnyadultgamesplay,CA,262,12,74.3.165.39,review.designerebuy.net,2202,2022,0,1,1,1,0,1,1,1,1,Tor 0.2.4.17-rc on Linux,0,0
furball,CH,161,23,178.209.52.162,162-52-209-178.static.edis.at,9001,9030,0,0,1,1,1,1,1,1,1,Tor 0.2.3.25 on Linux,0,0
FurryTOR,US,24,83,108.89.174.12,108-89-174-12.lightspeed.irvnca.sbcglobal.net,9001,9030,0,0,1,0,1,1,1,1,1,Tor 0.2.3.25 on Linux,0,0
Fushigi,JP,1075,180,106.187.41.254,fushigi.dnsd.me,443,80,0,0,1,1,1,1,1,1,1,Tor 0.2.3.25 on Linux,0,0
fuzzhead,US,560,28,76.74.219.145,ip-76-74-219-145.chunkhost.com,443,9030,0,0,1,1,1,1,1,1,1,Tor 0.2.4.17-rc on Linux,0,0
fuzzylogic,US,2446,59,173.48.45.20,tor-exit.fuzzy-logic.org,443,80,0,1,1,1,0,1,1,1,1,Tor 0.2.4.17-rc on Linux,0,0
FXServer2,BG,0,0,84.40.98.187,84-40-98-187.net1.bg,444,9031,0,0,1,0,1,0,1,1,1,Tor 0.2.2.39 (git-bec76476efb71549) on Windows 7 Service Pack 1 [workstation],0,0
g0lluM,FR,3,17,188.224.37.205,205.37.224.188.rev.sfr.net,9001,None,0,0,1,0,1,0,1,1,0,Tor 0.2.3.25 on FreeBSD,0,0
gabedwrds,N/A,823,14,162.248.11.6,vps.gabe.edwards.name,9001,None,0,0,1,1,1,1,1,1,0,Tor 0.2.3.25 on Linux,0,0
gabelmoo,DE,458,94,212.112.245.170,tor-dirauth.sebastianhahn.net,443,80,1,0,0,0,1,1,1,1,1,Tor 0.2.5.0-alpha-dev on Linux,0,0
gadg3ts,GB,4,24,46.65.72.203,46-65-72-203.zone16.bethere.co.uk,9001,None,0,1,0,0,1,1,1,1,0,Tor 0.2.3.25 on Linux,0,0
GaliciaNode,UA,67,1,188.231.233.158,188.231.233.158.freenet.com.ua,1234,9131,0,0,1,0,1,1,1,1,1,Tor 0.2.4.17-rc on Windows 7,0,0
gallonsok,US,1,0,74.238.241.32,adsl-074-238-241-032.sip.lft.bellsouth.net,9001,None,0,0,0,0,1,0,1,1,0,Tor 0.2.2.39 (git-bec76476efb71549) on Linux i686,0,0
gangstatestOn33,DE,414,8,84.200.8.33,root79-web3.ip-projects.de,9001,None,0,0,1,0,1,1,1,1,0,Tor 0.2.3.25 on Linux,0,0
gangstatestOnStrato,DE,450,22,85.214.28.26,h1440682.stratoserver.net,443,80,0,0,1,0,1,1,1,1,1,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux i686,0,0
ganooloonix,HU,2260,7,91.219.237.218,none.0.azar-a.net,443,80,0,0,1,1,0,1,1,1,1,Tor 0.2.3.25 on Linux,0,0
gans,NL,30,7,178.18.83.215,vps6190.public.cloudvps.com,9001,None,0,1,1,1,1,1,1,1,0,Tor 0.2.3.25 on Linux,0,0
gansta93ns,FR,4801,6,88.190.14.112,ns.gansta93.com,9001,9030,0,0,1,0,0,0,1,1,1,Tor 0.2.3.25 on Linux,0,0
gap0023,DE,216,34,24.134.53.54,24-134-53-54-dynip.superkabel.de,9001,None,0,0,1,1,1,1,1,1,0,Tor 0.2.3.25 on Linux,0,0
garammasala,DE,15,37,91.64.62.247,91-64-62-247-dynip.superkabel.de,9035,9040,0,0,1,0,1,1,1,1,1,Tor 0.2.3.25 on Linux,0,0
gargath,US,3,32,192.155.95.222,gargath.neverending.org,9851,None,0,0,1,0,1,1,1,1,0,Tor 0.2.3.25 on Linux,0,0
GargoyleOne,US,23,4,76.118.197.244,c-76-118-197-244.hsd1.ma.comcast.net,9090,None,0,0,1,1,0,1,1,1,0,Tor 0.2.4.17-rc on Linux,0,0
GargoyleTwo,NZ,0,24,180.222.68.82,static.uber.co.nz,9090,None,0,0,0,0,1,1,1,1,0,Tor 0.2.3.19-rc on Linux,0,0
garibaldi,GB,5,0,46.65.12.27,46-65-12-27.zone16.bethere.co.uk,443,None,0,0,0,0,0,0,1,1,0,Tor 0.2.3.25 on Windows XP,0,0
garlic,JP,84,33,114.186.103.85,i114-186-103-85.s41.a013.ap.plala.or.jp,443,80,0,0,1,1,1,0,1,1,1,Tor 0.2.4.17-rc on Linux,0,0
Gaspar2011,DE,66,124,85.25.149.161,india185.server4you.net,9001,9030,0,0,1,1,1,1,1,1,1,Tor 0.2.3.25 on Linux,0,0
gastritis,DE,3410,57,85.25.148.4,hotel673.server4you.de,9001,9030,0,0,1,1,1,1,1,1,1,Tor 0.2.4.17-rc on Linux,0,0
Gaugor,ES,1,0,79.158.239.25,25.Red-79-158-239.staticIP.rima-tde.net,9001,9030,0,0,1,0,0,0,1,1,1,Tor 0.2.3.25 on Linux,0,0
gayka,UA,6,2,212.178.19.43,212-178-19-43.broadband.tenet.odessa.ua,9009,9030,0,0,1,0,1,0,1,1,1,Tor 0.2.3.25 on Linux,0,0
gbe0,AU,784,79,27.124.124.122,tor.gbe0.com,443,80,0,1,1,1,0,1,1,1,1,Tor 0.2.3.25 on Linux,0,0
gdfhgarntaurtasivf,DE,0,0,92.193.44.240,port-92-193-44-240.dynamic.qsc.de,9001,9030,0,0,0,0,1,0,1,1,1,Tor 0.2.2.36 (git-c1414cf70cbfcbb7) on Linux armv5tel,0,0
gdwl0,SE,250,53,94.254.0.97,h-94-254-0-97.na.cust.bahnhof.se,9001,9030,0,1,1,1,1,1,1,1,1,Tor 0.2.4.6-alpha on Linux,0,0
geckopelli,US,246,4,98.245.13.84,c-98-245-13-84.hsd1.co.comcast.net,9001,9030,0,0,1,0,0,0,1,1,1,Tor 0.2.3.25 on Linux,0,0
geekbox,DE,3844,80,5.9.151.241,geekbox.info,4223,None,0,0,1,1,1,1,1,1,0,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux x86_64,0,0
GehaxeltsPiNode,DE,0,0,84.189.154.170,p54BD9AAA.dip0.t-ipconnect.de,9001,None,0,0,0,0,1,0,1,1,0,Tor 0.2.3.25 on Linux,0,0
gekko,US,0,0,199.254.238.169,seattle169.riseup.net,9001,9030,0,0,1,0,0,0,1,1,1,Tor 0.2.3.25 on Darwin,0,0
generalsTOR,AU,2,2,60.240.53.4,60-240-53-4.tpgi.com.au,443,9030,0,0,0,0,1,0,1,1,1,Tor 0.2.3.25 on Windows 7,0,0
GeneRayCUBIC,US,344,0,173.75.26.176,pool-173-75-26-176.pitbpa.fios.verizon.net,9001,9030,0,0,1,0,0,0,1,1,1,Tor 0.2.3.25 on Darwin,0,0
GEO,US,1949,20,128.117.43.92,128.117.43.92,9001,9030,0,1,1,1,1,1,1,1,1,Tor 0.2.4.18-rc on Darwin,0,0
GEO2,US,2254,20,192.43.244.42,torrouter.ucar.edu,443,80,0,1,1,1,1,1,1,1,1,Tor 0.2.4.18-rc on OpenBSD,0,0
georgecmac,GB,29,2,92.14.247.154,host-92-14-247-154.as43234.net,9001,9030,0,1,1,0,0,0,1,1,1,Tor 0.2.3.25 on Linux,0,0
georgeorwell,US,156,167,64.150.191.101,64-150-191-101.dedicated.abac.net,9001,None,0,0,1,1,0,1,1,1,0,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Linux i686,0,0
gephyrophobe,DE,7834,19,88.198.100.230,tor-exit-readme-gephyro.pho.be,443,80,0,0,1,1,1,1,1,1,1,Tor 0.2.4.18-rc on Linux,0,0
GermanBight,DE,5033,16,85.10.237.104,german-bight.boughton.eu,9001,9030,0,0,1,1,1,1,1,1,1,Tor 0.2.4.18-rc on Linux,0,0
GermanCraft,DE,9259,11,88.198.14.70,tor-exit.gc-mc.de,9001,80,0,0,1,1,0,1,1,1,1,Tor 0.2.3.25 on Linux,0,0
GerNOXTor1,US,240,12,192.210.212.141,192.210.212.141,9913,None,0,0,1,1,1,1,1,1,0,Tor 0.2.3.25 on Linux,0,0
gerTelkVdslFr,DE,101,0,93.194.99.136,p5DC26388.dip0.t-ipconnect.de,9001,9030,0,0,1,0,1,0,1,1,1,Tor 0.2.3.25 on Linux,0,0
getatorserver,US,194,0,216.17.107.175,216.17.107.175,9001,None,0,1,1,0,1,0,1,1,0,Tor 0.2.3.25 on Linux,0,0
getawarrant,US,553,14,70.99.204.97,70.99.204.97,9001,None,0,0,1,1,1,1,1,1,0,Tor 0.2.3.25 on Linux,0,0
ggz,DE,7,68,144.76.6.59,static.59.6.76.144.clients.your-server.de,9001,9030,0,0,1,0,1,1,1,1,1,Tor 0.2.3.25 on Windows 7 [server],0,0
ghane,SG,291,34,203.123.48.1,robusta.dcs1.biz,7777,7030,0,0,1,1,1,1,1,1,1,Tor 0.2.4.17-rc-dev on Linux,0,0
ghtor2,NL,2150,89,213.108.105.253,tor-exit-readme.greenhost.nl,9001,None,0,1,1,1,1,1,1,1,0,Tor 0.2.4.17-rc on Linux,0,0
